ship_to_state,vaccine_distribution_phase,order_number,order_date,supplier_name,manufacturer_name,expiration_date,batch_number
ce,fase15,349720,2021-04-28 00:00:00,FUNDAÇÃO BUTANTAN,FUNDAÇÃO BUTANTAN,2022-03-31 00:00:00,210149
ce,fase15,349691,2021-04-28 00:00:00,FIOCRUZ - FUNDAÇÃO OSWALDO CRUZ,BIO-MANGUINHOS,2021-09-24 00:00:00,213VCD033Z
ce,fase16,350026,2021-04-30 00:00:00,FUNDAÇÃO BUTANTAN,FUNDAÇÃO BUTANTAN,2022-03-31 00:00:00,210150
ce,fase17,350085,2021-05-01 00:00:00,FIOCRUZ - FUNDAÇÃO OSWALDO CRUZ,BIO-MANGUINHOS,2021-10-06 00:00:00,214VCDO0647
ce,fase17,350113,2021-05-01 00:00:00,PFIZER EXPORT B.v,PFIZER MANUFACTURING BELGIUM NV,2021-08-31 00:00:00,
ce,fase18,350628,2021-05-05 00:00:00,ORGANIZACAO PAN,ASTRAZENECA AB .,,
ce,fase19,350931,2021-05-06 00:00:00,FUNDAÇÃO BUTANTAN,FUNDAÇÃO BUTANTAN,,
ce,fase2,339691,2021-01-22 00:00:00,FIOCRUZ - FUNDAÇÃO OSWALDO CRUZ,BIO-MANGUINHOS,2021-04-14 00:00:00,4120Z005
ce,fase20,351004,2021-05-07 00:00:00,PFIZER EXPORT B.V,PFIZER MANUFACTURING BELGIUM NV,2021-08-31 00:00:00,EX2405
ce,fase20,351225,2021-05-08 00:00:00,PFIZER EXPORT B.V,PFIZER EXPORT B.V,2021-09-30 00:00:00,EWO0195
ce,fase21,351475,2021-05-11 00:00:00,FUNDAÇÃO BUTANT AN,FUNDAÇÃO BUTANTAN,2022-04-30 00:00:00,210215
ce,fase21,351475,2021-05-11 00:00:00,FIOCRUZ - FUNDAÇÃO OSWALDO CRUZ,BIO-MANGUINHOS ',,
ce,fase22,351672,2021-05-13 00:00:00,FUNDAÇÃO BUTANTAN,FUNDAÇÃO BUTANTAN,2022-04-30 00:00:00,210219
ce,fase3,339789,2021-01-23 00:00:00,FUNDAÇÃO BUTANTAN,FUNDAÇÃO BUTANTAN,2021-12-31 00:00:00,200279
ce,fase4,340334,2021-01-29 00:00:00,FUNDAÇÃO BUTANTAN,FUNDAÇÃO BUTANTAN,2021-11-10 00:00:00,210012
ce,fase4,340835,2021-02-05 00:00:00,FUNDAÇÃO BUTANTAN,FUNDAÇÃO BUTANTAN,2021-11-30 00:00:00,210016
ce,fase5,342769,2021-02-23 00:00:00,FUNDAÇÃO BUTANTAN,FUNDAÇÃO BUTANTAN,2022-02-28 00:00:00,
ce,fase5,342808,2021-02-24 00:00:00,FIOCRUZ - FUNDAÇÃO OSWALDO CRUZ,FIOCRUZ - FUNDAÇÃO OSWALDO CRUZ,2021-06-22 00:00:00,41207026
ce,fase6,343581,2021-03-02 00:00:00,FUNDAÇÃO BUTANTAN,FUNDAÇÃO BUTANTAN,2022-02-28 00:00:00,210042A
ce,fase7,344267,2021-03-08 00:00:00,FUNDAÇÃO BUTANTAN,FUNDAÇÃO BUTANTAN,2022-02-28 00:00:00,210056
ce,fase8,344876,2021-03-15 00:00:00,FUNDAÇÃO BUTANTAN,FUNDAÇÃO BUTANTAN,,
ce,fase9,345351,,FUNDAÇÃO BUTANTAN,FUNDAÇÃO BUTANTAN,,
ce,fase9,345351,2021-03-19 00:00:00,Fi UNDAÇÃO BUTANTAN,.  F UNDAÇÃO BUTANTAN,,
ce,fase9,345315,2021-03-19 00:00:00,FIOCRUZ - FUNDAÇÃO OSWALDO CRUZ,BIO-MANGUINHOS,2021-08-11 00:00:00,
df,fase1,339106,2021-01-17 00:00:00,FUNDAÇÃO BUTANTAN,FUNDAÇÃO BUTANTAN,2023-10-24 00:00:00,
df,fase1,339106,2021-01-17 00:00:00,FUNDAÇÃO BUTANTAN,FUNDAÇÃO BUTANTAN,2023-10-02 00:00:00,
df,fase10,346223,2021-03-24 00:00:00,FUNDAÇÃO BUTANTAN,FUNDAÇÃO BUTANTAN S,2022-03-31 00:00:00,
df,fase10,346223,2021-03-24 00:00:00,FUNDAÇÃO BUTANTAN,FUNDAÇÃO BUTANTAN,2022-03-31 00:00:00,
df,fase10,346223,2021-03-24 00:00:00,FUNDAÇÃO BUTANTAN,FUNDAÇÃO BUTANTAN ' | 7,,
df,fase10,346148,2021-03-24 00:00:00,ORGANIZAÇÃO PAN-AMERICANA DA SAÚDE [,ASTRAZENECA AB,2021-04-30 00:00:00,CTMAVS5O1
df,fase11,346744,2021-03-31 00:00:00,FIOCRUZ - FUNDAÇÃO OSWALDO CRUZ,BIO-MANGUINHOS,,
df,fase12,347424,2021-04-07 00:00:00,FUNDAÇÃO BUTANTAN | :,FUNDAÇÃO BUTANTAN,2022-03-31 00:00:00,
df,fase12,347450,2021-04-07 00:00:00,FIOCRUZ - FUNDAÇÃO OSWALDO CRUZ —,FIOCRUZ - FUNDAÇÃO OSWALDO CRUZ,2021-09-07 00:00:00,213VCDO07W
df,fase13,348328,2021-04-14 00:00:00,BIO-MANGUINHOS,BIO-MANGUINHOS,2021-09-13 00:00:00,213VCDO13W
df,fase13,348299,2021-04-14 00:00:00,FUNDAÇÃO BUTANTAN,FUNDAÇÃO BUTANTAN ',2022-03-31 00:00:00,210145
df,fase13,348299,2021-04-14 00:00:00,FUNDAÇÃO BUTANTAN,' FUNDAÇÃO BUTANTAN,2022-03-31 00:00:00,210144
df,fase14,349153,2021-04-21 00:00:00,FUNDAÇÃO BUTANTAN,FUNDAÇÃO BUTANTAN,2022-03-31 00:00:00,
df,fase14,349153,2021-04-21 00:00:00,FUNDAÇÃO BUTANTAN,*  FUNDAÇÃO BUTANTAN,2022-03-31 00:00:00,
df,fase14,349153,2021-04-21 00:00:00,FUNDAÇÃO BUTANTAN,FUNDAÇÃO BUTANTAN,2022-03-31 00:00:00,
df,fase14,349157,2021-04-21 00:00:00,FIOCRUZ - FUNDAÇÃO OSWALDO CRUZ,BIO-MANGUINHOS ' 9,2021-09-18 00:00:00,213VCDO22W
df,fase14,349157,2021-04-21 00:00:00,FIOCRUZ - FUNDAÇÃO OSWALDO CRUZ,s  BIO-MANGUINHOS,2021-09-18 00:00:00,213VCDO21W
df,fase15,349737,2021-04-28 00:00:00,FUNDAÇÃO BUTANTAN,FUNDAÇÃO BUTANTAN,2022-03-31 00:00:00,210149
df,fase15,349711,2021-04-28 00:00:00,FIOCRUZ - FUNDAÇÃO OSWALDO CRUZ-,BIO-MANGUINHOS,2021-09-27 00:00:00,213VCDO40W
df,fase16,350049,2021-04-30 00:00:00,FUNDAÇÃO BUTANTAN : |,FUNDAÇÃO BUTANTAN,2022-03-31 00:00:00,210150
df,fase16,350049,2021-04-30 00:00:00,FUNDAÇÃO BUTANTAN En,FUNDAÇÃO BUTANTAN,2022-03-31 00:00:00,210149
df,fase17,350102,2021-05-01 00:00:00,FIOCRUZ - FUNDAÇÃO OSWALDO CRUZ,BIO-MANGUINHOS,2021-10-06 00:00:00,214VCDO64Z
df,fase17,350130,2021-05-01 00:00:00,PFIZER EXPORT B.V,PFIZER MANUFACTURING BELGIUM NV,,
df,fase18,350652,2021-05-05 00:00:00,ORGANIZACAO PANAMERICANA DA SAUDE NO BRASIL,ASTRAZENECA AB,2021-07-31 00:00:00,ABX0530
df,fase19,350948,2021-05-06 00:00:00,FUNDAÇÃO BUTANTAN,FUNDAÇÃO BUTANTAN,2022-04-30 00:00:00,210209
df,fase19,350948,2021-05-06 00:00:00,FUNDAÇÃO BUTANTAN,FUNDAÇÃO BUTANTAN,2022-04-30 00:00:00,210211
df,fase19,350948,2021-05-06 00:00:00,FUNDAÇÃO BUTANTAN,FUNDAÇÃO BUTANTAN,2022-04-30 00:00:00,210210
df,fase2,339759,2021-01-22 00:00:00,FIOCRUZ - FUNDAÇÃO OSWALDO CRUZ,BIO-MANGUINHOS,2021-04-14 00:00:00,41207005
df,fase20,351230,2021-05-08 00:00:00,PFIZER EXPORT B.V i,PFIZER EXPORT B.V,2021-09-30 00:00:00,EWO0195
df,fase20,351027,2021-05-07 00:00:00,PFIZER EXPORT B.V,PFIZER EXPORT B.V,,
df,fase21,351460,2021-05-11 00:00:00,FUNDAÇÃO BUTANTAN,FUNDAÇÃO BUTANTAN,2022-04-30 00:00:00,210213
df,fase21,351460,2021-05-11 00:00:00,FIOCRUZ - FUNDAÇÃO OSWALDO CRUZ,&  BIO-MANGUINHOS,2021-10-08 00:00:00,214VCDO70W
df,fase22,351650,2021-05-13 00:00:00,FUNDAÇÃO BUTANTAN |,FUNDAÇÃO BUTANTAN,2022-04-30 00:00:00,210218
df,fase3,339774,2021-01-23 00:00:00,FUNDAÇÃO BUTANTAN,FUNDAÇÃO BUTANTAN,2021-12-31 00:00:00,200278
df,fase4,340335,2021-01-29 00:00:00,FUNDAÇÃO BUTANTAN,FUNDAÇÃO BUTANTAN,2021-11-10 00:00:00,210013
df,fase4,340821,2021-02-05 00:00:00,FUNDAÇÃO BUTANTAN,FUNDAÇÃO BUTANTAN,2021-11-30 00:00:00,210018A
df,fase5,342786,2021-02-23 00:00:00,FUNDAÇÃO BUTANTAN í,FUNDAÇÃO BUTANTAN,2022-02-28 00:00:00,210038
df,fase5,342825,2021-02-24 00:00:00,FIOCRUZ - FUNDAÇÃO OSWALDO CRUZ,.  FIOCRUZ - FUNDAÇÃO OSWALDO CRUZ,2021-06-04 00:00:00,41207025
df,fase6,343599,2021-03-02 00:00:00,FUNDAÇÃO BUTANTAN,FUNDAÇÃO BUTANTAN,2022-02-28 00:00:00,
df,fase7,344255,2021-03-08 00:00:00,FUNDAÇÃO BUTANTAN — í,FUNDAÇÃO BUTANTAN p,2022-02-28 00:00:00,210049
df,fase8,344870,2021-03-15 00:00:00,FUNDAÇÃO BUTANTAN | :,FUNDAÇÃO BUTANTAN,2022-02-28 00:00:00,210059
df,fase9,345372,2021-03-19 00:00:00,FUNDAÇÃO BUTANTAN | :,FUNDAÇÃO BUTANTAN,2022-03-31 00:00:00,
df,fase9,345331,2021-03-19 00:00:00,FIOCRUZ - FUNDAÇÃO OSWALDO CRUZ À mds,BIO-MANGUINHOS,2021-08-10 00:00:00,
es,fase1,339098,2021-01-17 00:00:00,FUNDAÇÃO BUTANTAN,FUNDAÇÃO BUTANTAN,2023-10-02 00:00:00,202010018
es,fase1,339098,2021-01-17 00:00:00,FUNDAÇÃO BUTANTAN,FUNDAÇÃO BUTANTAN,2023-10-24 00:00:00,202010036
es,fase1,339098,2021-01-17 00:00:00,FUNDAÇÃO BUTANTAN,FUNDAÇÃO BUTANTAN,2023-10-16 00:00:00,202010027
es,fase10,346138,2021-03-24 00:00:00,ORGANIZAÇÃO PAN-AMERICANA DA SAÚDE,ASTRAZENECA AB,2021-05-31 00:00:00,CTMAV505
es,fase10,346215,2021-03-24 00:00:00,FUNDAÇÃO BUTANTAN,FUNDAÇÃO BUTANTAN,,
es,fase11,346734,2021-03-31 00:00:00,FUNDAÇÃO BUTANTAN,FUNDAÇÃO BUTANTAN,2022-03-31 00:00:00,* 210124
es,fase11,346731,2021-03-31 00:00:00,FIOCRUZ - FUNDAÇÃO OSWALDO CRUZ,BIO-MANGUINHOS,2021-09-02 00:00:00,
es,fase12,347416,2021-04-07 00:00:00,FUNDAÇÃO BUTANTAN,FUNDAÇÃO BUTANTAN,,
es,fase12,347442,2021-04-07 00:00:00,FIOCRUZ - FUNDAÇÃO OSWALDO CRUZ,FIOCRUZ - FUNDAÇÃO OSWALDO CRUZ,,
es,fase13,348318,2021-04-14 00:00:00,BIO-MANGUINHOS,BIO-MANGUINHOS,2021-09-14 00:00:00,21 SN/&D016W
es,fase13,348290,2021-04-14 00:00:00,FUNDAÇÃO BUTANTAN,FUNDAÇÃO BUTANTAN,2022-03-31 00:00:00,
es,fase14,349140,2021-04-21 00:00:00,FUNDAÇÃO BUTANTAN — ”,FUNDAÇÃO BUTANTAN,2022-03-31 00:00:00,210148
es,fase14,349136,,FIOCRUZ - FUNDAÇÃO OSWALDO CRUZ,BIO-MANGUINHOS,,
es,fase15,349728,2021-04-28 00:00:00,FUNDAÇÃO BUTANTAN,FUNDAÇÃO BUTANTAN,2022-03-31 00:00:00,210149
es,fase15,349699,2021-04-28 00:00:00,FIOCRUZ - FUNDAÇÃO OSWALDO CRUZ,BIO-MANGUINHOS,2021-09-25 00:00:00,213VCDO35W
es,fase16,350036,2021-04-30 00:00:00,FUNDAÇÃO BUTANTAN,FUNDAÇÃO BUTANTAN,,
es,fase17,350093,2021-05-01 00:00:00,FIOCRUZ - FUNDAÇÃO OSWALDO CRUZ :,BIO-MANGUINHOS,2021-10-03 00:00:00,“214VCDO55W
es,fase17,350121,2021-05-01 00:00:00,PFIZER EXPORT B.V,PFIZER MANUFACTURING BELGIUM NV,2021-08-31 00:00:00,EX2405
es,fase18,350638,2021-05-05 00:00:00,ORGANIZACAO PANAMERICANA DA SAUDE NO BRASIL,ASTRAZENECA AB,2021-07-31 00:00:00,ABWA4735
es,fase19,350940,2021-05-06 00:00:00,FUNDAÇÃO BUTANTAN,FUNDAÇÃO BUTANTAN,2022-04-30 00:00:00,210211
es,fase2,339704,2021-01-22 00:00:00,FIOCRUZ - FUNDAÇÃO OSWALDO CRUZ,BIO-MANGUINHOS,2021-04-14 00:00:00,41207005
es,fase20,351012,2021-05-07 00:00:00,PFIZER EXPORT B.V,PFIZER MANUFACTURING BELGIUM NV,2021-08-31 00:00:00,EX2405
es,fase21,351477,2021-05-11 00:00:00,FUNDAÇÃO BUTANTAN,FUNDAÇÃO BUTANTAN,2022-04-30 00:00:00,210215
es,fase21,351477,2021-05-11 00:00:00,FIOCRUZ - FUNDAÇÃO OSWALDO CRUZ,BIO-MANGUINHOS,2021-10-08 00:00:00,214VCDO71Z
es,fase22,351671,2021-05-13 00:00:00,FUNDAÇÃO BUTANTAN,FUNDAÇÃO BUTANTAN,,210219
es,fase3,339791,2021-01-23 00:00:00,FUNDAÇÃO BUTANTAN,FUNDAÇÃO BUTANTAN,2021-12-31 00:00:00,200279
es,fase4,340351,2021-01-29 00:00:00,FUNDAÇÃO BUTANTAN,FUNDAÇÃO BUTANTAN,2021-11-17 00:00:00,210011
es,fase4,340351,2021-01-29 00:00:00,FUNDAÇÃO BUTANTAN,FUNDAÇÃO BUTANTAN,2021-11-10 00:00:00,210013
es,fase4,340823,2021-02-05 00:00:00,FUNDAÇÃO BUTANTAN,FUNDAÇÃO BUTANTAN,2021-11-30 00:00:00,
es,fase5,342755,2021-02-23 00:00:00,FUNDAÇÃO BUTANTAN,FUNDAÇÃO BUTANTAN,2022-02-28 00:00:00,210039
es,fase5,342755,2021-02-24 00:00:00,FIOCRUZ - FUNDAÇÃO OSWALDO CRUZ,FIOCRUZ - FUNDAÇÃO OSWALDO CRUZ,2021-06-22 00:00:00,412072026
es,fase6,343590,2021-03-02 00:00:00,FUNDAÇÃO BUTANTAN,FUNDAÇÃO BUTANTAN,2022-02-28 00:00:00,210045
es,fase7,344268,2021-03-08 00:00:00,FUNDAÇÃO BUTANTAN,FUNDAÇÃO BUTANTAN o,2022-02-28 00:00:00,210056
es,fase8,418856,2021-03-15 00:00:00,FUNDAÇÃO BUTANTAN,"FUNDAÇÃO BUTANTAN — """,2022-02-28 00:00:00,210071
es,fase9,345361,2021-03-19 00:00:00,FUNDAÇÃO BUTANTAN,FUNDAÇÃO BUTANTAN,2022-02-28 00:00:00,* 210083
es,fase9,345361,2021-03-19 00:00:00,FUNDAÇÃO BUTANTAN j —End: CÂMARA FRIA - SP Qt. Recolher: 1.550 Dt. Validade: 28/02/2022 Lote: 210081,—  FUNDAÇÃO BUTANTAN,2022-02-28 00:00:00,210081
es,fase9,345323,2021-03-19 00:00:00,FIOCRUZ - FUNDAÇÃO OSWALDO CRUZ E,BIO-MANGUINHOS,2021-08-11 00:00:00,
go,fase1,339105,2021-01-17 00:00:00,FUNDAÇÃO BUTANTAN,,2023-10-07 00:00:00,702010020
go,fase1,339105,2021-01-17 00:00:00,FUNDAÇÃO BUTANTAN,FUNDAÇÃO AUTANTAN,2023-10-24 00:00:00,202010036
go,fase10,346147,2021-03-24 00:00:00,ORGANIZAÇÃO PAN-AMERICANA DA SAÚDE E,-  ASTRAZENECA AB,2021-05-31 00:00:00,CTMAV520
go,fase10,346222,2021-03-24 00:00:00,FUNDAÇÃO BUTANTAN i,FUNDAÇÃO BUTANTAN á,2022-03-31 00:00:00,210097
go,fase10,346222,2021-03-24 00:00:00,FUNDAÇÃO BUTANTAN,FUNDAÇÃO BUTANTAN,2022-03-31 00:00:00,210092
go,fase11,346750,2021-03-31 00:00:00,FUNDAÇÃO BUTANTAN,FUNDAÇÃO BUTANTAN,2022-03-31 00:00:00,210120
go,fase11,346743,2021-03-31 00:00:00,FIOCRUZ - FUNDAÇÃO OSWALDO CRUZ,BIO-MANGUINHOS,,
go,fase12,347423,2021-04-07 00:00:00,FUNDAÇÃO BUTANTAN,FUNDAÇÃO BUTANTAN,2022-03-31 00:00:00,210139
go,fase13,348327,2021-04-14 00:00:00,BIO-MANGUINHOS,BIO-MANGUINHOS,2021-09-13 00:00:00,213VCDO13W
go,fase13,348298,2021-04-14 00:00:00,FUNDAÇÃO BUTANTAN,FUNDAÇÃO BUTANTAN i i,2022-03-31 00:00:00,210139
go,fase13,348298,2021-04-14 00:00:00,FUNDAÇÃO BUTANTAN,FUNDAÇÃO BUTANTAN,2022-03-31 00:00:00,210140
go,fase13,348298,2021-04-14 00:00:00,FUNDAÇÃO BUTANTAN E,FUNDAÇÃO BUTANTAN,2022-03-31 00:00:00,210141
go,fase13,348298,2021-04-14 00:00:00,FUNDAÇÃO BUTANTAN,FUNDAÇÃO BUTANTAN  a,2022-03-31 00:00:00,210147
go,fase13,348298,2021-04-14 00:00:00,FUNDAÇÃO BUTANTAN,. FUNDAÇÃO BUTANTAN %,2022-03-31 00:00:00,210143
go,fase13,348298,2021-04-14 00:00:00,FUNDAÇÃO BUTANTAN,FUNDAÇÃO BUTANTAN,2022-03-31 00:00:00,210144
go,fase13,348298,2021-04-14 00:00:00,FUNDAÇÃO BUTANTAN,FUNDAÇÃO BUTANTAN,2022-03-31 00:00:00,210144
go,fase13,348298,2021-04-14 00:00:00,FUNDAÇÃO BUTANTAN,FUNDAÇÃO BUTANTAN,2022-03-31 00:00:00,210142
go,fase14,349152,2021-04-21 00:00:00,FUNDAÇÃO BUTANTAN,FUNDAÇÃO BUTANTAN,2022-03-31 00:00:00,210148
go,fase14,349156,2021-04-21 00:00:00,FIOCRUZ - FUNDAÇÃO OSWALDO CRUZ,BIO-MANGUINHOS ª,2021-09-17 00:00:00,213VCDO08VA
go,fase14,349156,2021-04-21 00:00:00,FIOCRUZ - FUNDAÇÃO OSWALDO CRUZ,s  BIO-MANGUINHOS,2021-09-18 00:00:00,213VCDO022W
go,fase14,349156,2021-04-21 00:00:00,FIOCRUZ - FUNDAÇÃO OSWALDO CRUZ,BIO-MANGUINHOS,2021-09-18 00:00:00,213VCDO09VA
go,fase15,349736,2021-04-28 00:00:00,FUNDAÇÃO BUTANTAN |,FUNDAÇÃO BUTANTAN,2022-03-31 00:00:00,
go,fase15,349710,2021-04-28 00:00:00,FIOCRUZ - FUNDAÇÃO OSWALDO CRUZ |,BIO-MANGUINHOS,2021-09-29 00:00:00,214VCDO46W
go,fase16,350048,2021-04-30 00:00:00,FUNDAÇÃO BUTANTAN,FUNDAÇÃO BUTANTAN,2022-03-31 00:00:00,210150
go,fase17,350107,2021-05-01 00:00:00,FIOCRUZ - FUNDAÇÃO OSWALDO CRUZ,BIO-MANGUINHOS,2021-10-07 00:00:00,214VCDO6ESW
go,fase17,350129,2021-05-01 00:00:00,PFIZER EXPORT B.V,PFIZER MANUFACTURING BELGIUM NV,2021-08-31 00:00:00,EX2405
go,fase18,350651,2021-05-05 00:00:00,ORGANIZACAO PANAMERICANA DA SAUDE NO BRASIL,ASTRAZENECA AB,2021-07-31 00:00:00,ABX0528
go,fase18,350651,2021-05-05 00:00:00,ORGANIZACAO PANAMERICANA DA SAUDE NO BRASIL,ASTRAZENECA AB,2021-07-31 00:00:00,ABX0528
go,fase18,350651,2021-05-05 00:00:00,ORGANIZACAO PANAMERICANA DA SAUDE NO BRASIL,ASTRAZENECA AB,2021-07-31 00:00:00,ABX0530
go,fase18,350651,2021-05-05 00:00:00,ORGANIZACAO PANAMERICANA DA SAUDE NO BRASIL,ASTRAZENECA AB  .,2021-07-31 00:00:00,. ABX0530
go,fase18,350651,2021-05-05 00:00:00,ORGANIZACAO PANAMERICANA DA SAUDE NO BRASIL,y ASTRAZENECA AB,2021-07-31 00:00:00,ABX0529
go,fase19,350947,2021-05-06 00:00:00,FUNDAÇÃO BUTANTAN,"FUNDAÇÃO BUTANTAN ,",2022-04-30 00:00:00,210211
go,fase2,339714,2021-01-22 00:00:00,FIOCRUZ - FUNDAÇÃO OSWALDO CRUZ,BIO-MANGUINHOS,2021-04-14 00:00:00,412072005
go,fase20,351026,2021-05-07 00:00:00,PFIZER EXPORT B.V : j,PFIZER EXPORT B.V,2021-09-30 00:00:00,
go,fase21,351463,2021-05-11 00:00:00,FUNDAÇÃO BUTANTAN |,FUNDAÇÃO BUTANTAN,2022-04-30 00:00:00,210213
go,fase21,351463,2021-05-11 00:00:00,FIOCRUZ - FUNDAÇÃO OSWALDO CRUZ,e  BIO-MANGUINHOS,2021-10-08 00:00:00,214VCDO70W
go,fase22,351651,2021-05-13 00:00:00,FUNDAÇÃO BUTANTAN,FUNDAÇÃO BUTANTAN,2022-04-30 00:00:00,210218
go,fase3,339776,2021-01-23 00:00:00,FUNDAÇÃO BUTANTAN,FUNDAÇÃO BUTANTAN,2021-12-31 00:00:00,200279
go,fase4,340337,2021-01-29 00:00:00,FUNDAÇÃO BUTANTAN,FUNDAÇÃO BUTANTAN,2021-11-10 00:00:00,210013
go,fase4,340820,2021-01-29 00:00:00,FUNDAÇÃO BUTANTAN,FUNDAÇÃO BUTANTAN,,
go,fase5,342784,2021-02-23 00:00:00,FUNDAÇÃO BUTANTAN,FUNDAÇÃO BUTANTAN,2022-02-28 00:00:00,
go,fase5,342824,2021-02-24 00:00:00,FIOCRUZ - FUNDAÇÃO OSWALDO CRUZ,FIOCRUZ - FUNDAÇÃO OSWALDO CRUZ,2021-06-22 00:00:00,
go,fase6,343598,2021-03-02 00:00:00,FUNDAÇÃO BUTANTAN,FUNDAÇÃO BUTANTAN,2022-02-28 00:00:00,210043
go,fase6,343598,2021-03-02 00:00:00,FUNDAÇÃO BUTANTAN,?? FUNDAÇÃO BUTANTAN,2022-02-28 00:00:00,210047
go,fase6,343598,2021-03-02 00:00:00,FUNDAÇÃO BUTANTAN,FUNDAÇÃO BUTANTAN . | Ê,2022-02-28 00:00:00,210046
go,fase7,344257,2021-03-08 00:00:00,FUNDAÇÃO BUTANTAN ' :,FUNDAÇÃO BUTANTAN —,2022-02-28 00:00:00,210050
go,fase8,344875,2021-03-15 00:00:00,FUNDAÇÃO BUTANTAN,FUNDAÇÃO BUTANTAN,2022-02-28 00:00:00,210060
go,fase9,345371,2021-03-19 00:00:00,FUNDAÇÃO BUTANTAN,FUNDAÇÃO BUTANTAN — a ' ”  Ê g Ã  s ES,2022-02-28 00:00:00,210080
go,fase9,345330,2021-03-19 00:00:00,FIOCRUZ - FUNDAÇÃO OSWALDO CRUZ,BIO-MANGUINHOS,,
go,fase9,345330,2021-03-19 00:00:00,FIOCRUZ - FUNDAÇÃO OSWALDO CRUZ,! BIO-MANGUINHOS,,
ma,fase1,339088,2021-01-17 00:00:00,FUNDAÇÃO BUTANTAN,FUNDAÇÃO BUTANTAN,,202010028
ma,fase1,339088,2021-01-17 00:00:00,FUNDAÇÃO BUTANTAN,FUNDAÇÃO BUTANTAN,2023-09-25 00:00:00,202008011
ma,fase10,346127,2021-03-24 00:00:00,ORGANIZAÇÃO PAN-AMERICANA DA SAÚDE,ASTRAZENECA AB | S,2021-05-31 00:00:00,">"" CTMAV5OS5"
ma,fase10,346301,2021-03-25 00:00:00,FUNDAÇÃO BUTANTAN,FUNDAÇÃO BUTANTAN,2022-03-31 00:00:00,210089
ma,fase10,346301,2021-03-25 00:00:00,FIOCRUZ - FUNDAÇÃO OSWALDO CRUZ,BIO-MANGUINHOS,2021-08-21 00:00:00,
ma,fase11,346712,2021-03-31 00:00:00,FUNDAÇÃO BUTANTAN,FUNDAÇÃO BUTANTAN,,
ma,fase11,346713,2021-03-31 00:00:00,"FIOCRUZ - FUNDAÇÃO OSWALDO CRUZ "" E",BIO-MANGUINHOS J eec A,,213VCDO02W
ma,fase12,347406,2021-04-07 00:00:00,FUNDAÇÃO BUTANTAN,FUNDAÇ_ÃO BUTANTAN,2072-03-31 00:00:00,210133
ma,fase12,347432,2021-04-07 00:00:00,FIOCRUZ - FUNDAÇÃO OSWALDO CRUZ,FIOCRUZ - FUNDAÇÃO OSWALDO CRUZ,2021-09-05 00:00:00,213VCDO03W
ma,fase13,348307,2021-04-14 00:00:00,BIO-MANGUINHOS,BIO-MANGUINHOS,2021-09-11 00:00:00,213VCDO11W
ma,fase13,348280,2021-04-14 00:00:00,FUNDAÇÃO BUTANTAN,FUNDAÇÃO BUTANTAN ',2022-03-31 00:00:00,210141
ma,fase14,349123,2021-04-21 00:00:00,FUNDAÇÃO BUTANTAN,FUNDAÇÃO BUTANTAN,,210147
ma,fase14,349117,2021-04-21 00:00:00,FIOCRUZ - FUNDAÇÃO OSWALDO CRUZ,BIO-MANGUINHOS,2021-09-17 00:00:00,213VCDOOBVA
ma,fase15,349717,2021-04-28 00:00:00,FUNDAÇÃO BUTANTAN,FUNDAÇÃO BUTANTAN,,
ma,fase15,349689,2021-04-28 00:00:00,FIOCRUZ - FUNDAÇÃO OSWALDO CRUZ,BIO-MANGUINHOS,2021-09-24 00:00:00,213VCDO32W
ma,fase16,350023,2021-04-30 00:00:00,FUNDAÇÃO BUTANTAN,FUNDAÇÃO BUTANTAN,2022-03-31 00:00:00,210150
ma,fase17,350083,2021-05-01 00:00:00,FIOCRUZ - FUNDAÇÃO OSWALDO CRUZ,BIO-MANGUINHOS,2021-09-30 00:00:00,214VCDO51Z
ma,fase17,350111,2021-05-01 00:00:00,PFIZER EXPORT B.V.,PFIZER MANUFACTURING BELGIUM NV,2021-08-31 00:00:00,EX2405
ma,fase18,350623,2021-05-05 00:00:00,ORGANIZACAO PANAMERICANA DA SAUDE NÓ BRASIL,ASTRAZENECA AB F,2021-07-31 00:00:00,ABWA4735
ma,fase19,350929,,FUNDAÇÃO BUTANTAN,FUNDAÇÃO BUTANTAN,2022-04-30 00:00:00,
ma,fase2,339753,2021-01-22 00:00:00,FIOCRUZ - FUNDAÇÃO OSWALDO CRUZ,BIO-MANGUINHOS,2021-04-14 00:00:00,412072005
ma,fase20,351002,2021-05-07 00:00:00,PFIZER EXPORT B.V,PFIZER MANUFACTURING BELGIUM NV,,
ma,fase21,351470,2021-05-11 00:00:00,FUNDAÇÃO BUTANTAN,FUNDAÇÃO BUTANTAN,2022-04-30 00:00:00,210214
ma,fase21,351470,2021-05-11 00:00:00,FIOCRUZ - FUNDAÇÃO OSWALDO CRUZ,BIO-MANGUINHOS,2021-10-11 00:00:00,214VCDO080Z
ma,fase22,351667,2021-05-13 00:00:00,FUNDAÇÃO BUTANTAN,FUNDAÇÃO BUTANTAN,2022-04-30 00:00:00,210218
ma,fase3,339784,2021-01-23 00:00:00,FUNDAÇÃO BUTANTAN,FUNDAÇÃO BUTANTAN,2021-12-31 00:00:00,200279
ma,fase4,340331,2021-01-29 00:00:00,FUNDAÇÃO BUTANTAN,FUNDAÇÃO BUTANTAN,2021-11-10 00:00:00,
